"Dimension 1","Dimension 2"
"A1",0.14821654744700963
"A2",0.8739841089767
"A2",0.8456618262661979
"A2",1.0720275501901577
"A1",0.04887444612577685
"A1",0.777001215396715
"A1",0.30662459319981705
"A1",0.6436006164100505
"A2",1.4907728159531066
"A2",1.4423785040358246
"A2",1.6173627160324067
"A2",1.7033353379516318
"A2",1.0208920386016875
"A2",1.1389147218285396
"A1",0.21123067459304012
"A1",0.7218850380414294
"A1",0.449894977685247
"A2",0.8925489948551193
"A2",1.0268127854795457
"A2",1.730735040306684
"A1",0.07969863047196335
"A2",1.0932582234538029
"A1",0.20923277686803088
"A2",1.3135907607955848
"A2",0.8294316746521087
"A1",0.6877115383226906
"A2",1.5145307746895404
"A1",0.6513268916819295
"A2",1.436804514316264
"A2",1.3503503965143464
"A2",1.714751042123181
"A2",1.0701951983883302
"A1",0.8248988378913698
"A1",0.5454561437586574
"A1",0.8334057060401907
"A1",0.40437183969291035
"A1",0.19770458216787046
"A2",1.564990696418368
"A2",0.845712873700184
"A1",0.17577424754672344
"A1",0.3631109185092456
"A1",0.6794353013129719
"A2",1.4198163625158235
"A1",0.9030147758842335
"A2",1.1106375432336666
"A2",1.2828040704121337
"A2",1.0549724541848626
"A2",1.2686811844849109
"A1",0.07891786800191292
"A1",0.5613500032771219
"A1",0.6951211406149544
"A2",1.7248875711504663
"A1",0.38850650962311883
"A2",1.2934852432024146
"A2",0.8936629826593983
"A1",0.4002478649330754
"A2",1.3940095790773646
"A2",1.2082754943505445
"A1",0.06643870889325232
"A2",1.6847094828834122
"A1",0.31182561054662306
"A1",0.10231711757518713
"A2",1.0989347852990679
"A2",0.8379963295872848
"A1",0.6802932913639925
"A1",0.9708907914241267
"A2",1.7857296736668373
"A2",1.4777589214770126
"A2",0.9703602238558546
"A1",0.9213782978172489
"A1",0.9325345389714366
"A2",1.5191358279445897
"A2",0.8875997760727727
"A1",0.05827224620475091
"A2",1.279075717748365
"A2",1.570934442869298
"A1",0.23234070521503547
"A2",1.5191499730632272
"A2",1.304281661166016
"A2",1.133757283205202
"A1",0.3500233485124242
"A1",0.32708864558969175
"A2",1.1937965533932366
"A2",1.0160382053726957
"A1",0.46563380238674146
"A1",0.30607813103833514
"A2",1.6457801879789202
"A2",1.456884259275965
"A2",1.169685087997785
"A1",0.3187684644788762
"A1",0.14989535369591023
"A1",0.39152709563514176
"A1",0.5541683558895851
"A2",1.3469259606390742
"A1",0.8306337701188355
"A2",1.5429963184279412
"A2",1.198825854045178
"A2",1.6456751405887757
"A2",1.623207153958933
"A2",1.0014147623883927
"A2",1.433304453476939
"A2",1.1757902983317634
"A1",0.2418622366602763
"A2",1.3037042117836497
"A1",0.2393746769915115
"A2",0.9781739354046493
"A2",0.9575389297097843
"A2",1.7011440921119607
"A1",0.01853245191608499
"A2",1.656550030609276
"A1",0.26702250732418586
"A2",0.933565267341256
"A1",0.08270358100067643
"A2",0.8225887147546267
"A2",1.7384437036782914
"A1",0.11385039464838176
"A1",0.8217880352583782
"A1",0.7598371649041828
"A1",0.8769707874306907
"A2",1.558540680217973
"A1",0.4777582394504627
"A1",0.01870969225286867
"A2",0.992239683140425
"A1",0.007749929800345612
"A1",0.8041775457973861
"A1",0.6356518632735526
"A2",1.054117005713379
"A1",0.654323397570125
"A2",1.3763788634668452
"A2",0.8697238768116049
"A1",0.24788075192853887
"A1",0.20018619132264948
"A1",0.2633421570525669
"A1",0.9199399111622548
"A2",0.8056686099795916
"A1",0.7454594099681295
"A2",1.3305025382980151
"A2",1.0615974326351243
"A2",1.4039621583278885
"A1",0.8931667215025543
"A2",1.2805138284306465
"A2",1.4432093345163433
"A2",1.2814925730950988
"A1",0.6687033351506262
"A1",0.3660229017885188
"A1",0.06961292926577389
"A1",0.6075585476903909
"A2",1.0983488891128006
"A1",0.3260413275110561
"A1",0.8833724447017697
"A2",1.1704950071234121
"A2",1.5195151344860112
"A2",1.4771027472407994
"A2",0.8465579357042277
"A1",0.5465878977782224
"A1",0.6571878131226301
"A2",0.920182353761476
"A2",1.3258766271600908
"A1",0.5890650902428889
"A2",1.074246139633203
"A2",1.0679636304617135
"A2",1.13750040308119
"A1",0.03802840385478912
"A2",1.3097780964564107
"A2",1.7893007223805193
"A2",1.0168993597931157
"A1",0.6187246348941184
"A1",0.8991483394706998
"A2",1.7432160726575823
"A2",1.2753180305183403
"A1",0.8757199282935906
"A2",0.8514019300155617
"A1",0.2863983759386022
"A1",0.8885377516375339
"A1",0.1793191019248619
"A2",1.1812173267046655
"A1",0.4753972388516954
"A2",1.572518697623751
"A2",1.3350052864574267
"A2",1.4006181933570852
"A1",0.7039607789765978
"A2",1.0382078150796235
"A2",1.4390535944792373
"A2",0.8144886034029415
"A2",1.540910738377557
"A2",1.6415032624941845
"A2",1.2753406433599095
"A1",0.9143195011375336
"A2",1.411754971872714
"A2",1.235914596786633
"A2",1.7335971541171569
"A1",0.4018440208409433
"A1",0.8667138918842516
"A1",0.6029230636393146
"A2",1.587799879136453
"A2",1.4887386583767686
"A1",0.5574064477343876
"A1",0.5972118784589511
"A2",1.3916856939246696
"A2",1.0625857568942545
"A1",0.11389374184626289
"A2",1.1109789934732979
"A1",0.7187745678429862
"A1",0.48824846538555833
"A1",0.5892093290153686
"A2",1.3589676347722164
"A2",0.9224102031604644
"A2",1.3113201435318107
"A1",0.13629410285918375
"A2",0.999586687582114
"A2",1.2386317971888017
"A2",1.6160487533145942
"A1",0.9902438253716765
"A2",0.8817281333213098
"A1",0.926202034348045
"A1",0.5804426854446958
"A1",0.6083115198930469
"A2",1.5092158332922843
"A1",0.5125834006404699
"A1",0.6169397979334983
"A2",0.953270987395499
"A2",0.8395573243816843
"A2",1.2658488692514285
"A2",1.4192429675555522
"A2",1.0731400303277563
"A1",0.7552868988930519
"A2",1.3321128460485874
"A2",1.3345196207191914
"A2",1.7306994533557791
"A2",1.4612044807722209
"A1",0.3973351658153228
"A2",1.7667822741204455
"A2",0.8156916707480377
"A2",1.382203416139942
"A2",1.4783798544799522
"A2",0.8419063922093726
"A1",0.007896540624845905
"A2",0.8247427303919959
"A2",0.8227639824405129
"A1",0.9493485786821254
"A2",1.4549948501213095
"A1",0.012189798895494652
"A2",1.7104387427948646
"A2",1.6533820104519183
"A2",1.46617424370132
"A1",0.888372834436596
"A1",0.41835382957527756
"A2",1.216248209156277
"A1",0.8157879441695504
"A2",1.2223125890378495
"A2",1.2124413591528225
"A2",0.9004821484025853
"A2",1.3699310423922204
"A2",1.5696989600524505
"A1",0.47890588011167723
"A2",1.693049158014887
"A1",0.46942748260699196
"A2",1.3336792739135483
"A1",0.29321899365312065
"A2",1.1073241275832215
"A2",0.9545791848849698
"A2",1.0860339308656648
"A1",0.3420357624001811
"A2",1.3025014837237678
"A2",1.1139251471983485
"A1",0.46453102527249346
"A2",1.0246199633944413
"A1",0.15423369760787398
"A1",0.6912037621641094
"A1",0.9766637598109253
"A1",0.8480110547829525
"A1",0.7418675577084597
"A1",0.27425688292631145
"A2",0.9811117875320414
"A2",1.1186367353697784
"A2",1.7495175253982425
"A2",0.8674404544941452
"A2",0.8562797462822336
"A1",0.5108627804586332
"A1",0.26190437159403523
"A2",1.720503034281521
"A2",1.4923437897070724
"A1",0.6201176634306111
"A2",1.134808681867239
"A1",0.5068619376192796
"A1",0.11587274717072393
"A1",0.4571928933235099
"A2",0.910499269403581
"A2",1.0429050205448904
"A2",1.162887633313666
"A1",0.005863969417277515
"A1",0.23422401034737383
"A1",0.651128046955411
"A2",0.80259589763401
"A1",0.5581198563727434
"A2",0.9155993127969742
"A1",0.7505499445869235
"A2",1.3658443968040828
"A1",0.1545547979633548
"A1",0.5297746150719649
"A1",0.1438900783890491
"A1",0.07565080992614304
"A1",0.955434087280022
"A2",0.9480203298403671
"A1",0.02774727625548601
"A2",0.9613216808236367
"A1",0.11404470049327364
"A1",0.9480477610886413
"A1",0.008824560003527937
"A2",1.037829915129275
"A1",0.7797530254426248
"A1",0.9446011143607813
"A1",0.007934755674567029
"A2",0.8345209193424192
"A2",1.3662152467048594
"A1",0.7650890456239106
"A1",0.8724642494778723
"A1",0.9386375676842047
"A2",1.3413570240013821
"A2",1.310217858702614
"A1",0.847781980397931
"A2",1.7698306724254704
"A1",0.055512698818102946
"A1",0.4052155682181704
"A2",0.9067273123418786
"A1",0.9249361773129168
"A1",0.9239447937341394
"A1",0.4624841965865041
"A2",0.8862456598345925
"A1",0.2980456037108732
"A1",0.052801989638951774
"A1",0.7167355096645558
"A2",0.8026883856034916
"A1",0.48113684620537556
"A1",0.7952160388434302
"A1",0.8912062351303038
"A1",0.3684415882029395
"A1",0.6346170932911888
"A2",1.0680976524545245
"A2",1.5585264609503195
"A2",1.1521877655104242
"A2",1.124420120490849
"A1",0.4743150731714978
"A2",1.0427695020271213
"A2",1.5556485267974651
"A2",1.4676897470207144
"A1",0.31735972443960403
"A2",1.370259816588223
"A1",0.512857912256204
"A2",1.2646048792606341
"A2",1.3704409605697985
"A1",0.13449378515022636
"A2",1.2123829369292063
"A2",1.0382583834946963
"A1",0.08823903737196126
"A2",1.1586536086719461
"A2",1.3297809519107913
"A1",0.25912016042316877
"A1",0.9992919941752563
"A1",0.47902283772286447
"A2",0.9558614459585175
"A1",0.029353388939791003
"A1",0.538315635975666
"A1",0.8900026339719957
"A2",1.2132806518264805
"A2",1.1635268242165044
"A2",1.3993605389665469
"A1",0.6809762700341322
"A1",0.7386677743898378
"A2",1.717853150016088
"A2",1.6737360095092257
"A2",0.9505450062552576
"A1",0.15453459719436569
"A2",1.2940641199011007
"A2",1.3283777905861012
"A2",1.148222405359487
"A1",0.6801025852346485
"A2",1.642216919075904
"A1",0.6024721774661748
"A2",1.4477643967947114
"A2",1.5153390283693584
"A1",0.38743818397765417
"A2",1.2315573269775006
"A1",0.04557563252031116
"A1",0.9105574274295039
"A1",0.4529514155584622
"A2",0.8439432914316805
"A2",1.733130369490633
"A1",0.13882621761826486
"A2",1.4201143311709632
"A1",0.281484739523187
"A2",1.6483827255941002
"A1",0.7187830316900286
"A1",0.07977977223047006
"A1",0.10351310601507846
"A2",0.9798242909904791
"A2",0.8804384101470129
"A2",1.40772677619796
"A1",0.9790923978855886
"A1",0.6660933002224225
"A1",0.08520450498117405
"A2",1.4256899704761548
"A1",0.04838331082096525
"A2",0.9577803143615069
"A2",1.4216035850207724
"A2",1.537703248190626
"A1",0.6960607244147876
"A2",1.5743006658890253
"A2",0.8711103232043285
"A2",1.225984363386672
"A2",1.1756159242826558
"A1",0.7640984984380457
"A1",0.22430206079473947
"A1",0.9850160999390847
"A1",0.2595349278404979
"A2",0.845089945382135
"A1",0.5992145404663256
"A2",1.6542537326686242
"A1",0.22405655911339584
"A1",0.04999133168063752
"A1",0.8186001290138778
"A1",0.8467021575904836
"A1",0.050306230451278466
"A2",0.96251354754466
"A1",0.8248674425844931
"A1",0.321126611948487
"A1",0.7493175066953397
"A2",1.299374096129535
"A2",0.8435442719045949
"A2",1.2917542245475004
"A1",0.8431746512400986
"A1",0.36418965128803515
"A2",1.5244224901633443
"A2",0.9550209340766387
"A2",1.6602799442799974
"A2",0.9899252504460414
"A2",1.731570255740522
"A2",1.2960907199213227
"A2",1.5427589619972248
"A1",0.8898062100983766
"A1",0.4990251812964104
"A1",0.5521883273097354
"A2",1.713538682796956
"A2",1.7318762338225424
"A1",0.814694348319422
"A2",1.7632076902753022
"A2",0.8863499395108021
"A1",0.42498592737409724
"A2",1.788042680818885
"A2",1.4243227895540085
"A1",0.27273879799858647
"A2",1.574361033917011
"A1",0.2285238326679373
"A2",1.423138338862069
"A1",0.9451002964967252
"A1",0.44427240639463816
"A2",1.4430861331618738
"A2",1.7359074814172277
"A1",0.8988627426929072
"A2",1.7005170837060746
"A2",1.266926911702512
"A1",0.04529592897784007
"A2",1.1615893725726028
"A2",1.1372986388353092
"A2",0.9730027176496778
"A2",1.62172118612002
"A2",1.0806944717682319
"A1",0.3071471147690228
"A2",0.866445984742122
"A1",0.6586479346423484
"A1",0.2845557362589526
"A1",0.4157751139950556
"A1",0.2717123621231292
"A1",0.8481942507906532
"A1",0.247499272607552
"A1",0.7747194611920292
"A1",0.6823411549402163
"A1",0.95978183613575
"A2",0.9776595005302275
"A2",0.8662684848683753
"A1",0.7767838583875732
"A1",0.14060191687951984
"A2",1.1470343855538543
"A1",0.77942632926852
"A2",1.0773591099506874
"A1",0.031298048267459855
"A1",0.2464992675622102
"A2",1.455553251021966
"A2",1.411254176007589
"A1",0.04150041363928869
"A2",1.7333551455512592
"A1",0.6060073654841909
"A2",1.5031810507892422
"A2",1.4336037966480835
"A2",1.0338093732375542
"A2",1.5315703512468688
"A2",1.2898856282009834
"A1",0.2549553435388143
"A1",0.29189268881966646
"A1",0.6876754090550297
"A2",0.9941753146189349
"A2",1.7071289611913179
"A1",0.7086734058418129
"A1",0.32436865060389586
"A2",1.404622584202747
"A2",1.0882546115428757
"A1",0.671557052065761
"A1",0.4061795577212046
"A2",0.9148935233102469
"A2",1.2600214768633937
"A1",0.036636376997466025
"A1",0.3925132006629799
"A2",1.080452008725265
"A1",0.7461486238000863
"A1",0.3244465294524215
"A2",1.277755440416867
"A1",0.5324663885320229
"A2",1.6583114570566488
"A1",0.7558379248410254
"A1",0.7222228632099117
"A2",1.190040147575174
"A2",1.4403050659971641
"A1",0.4088231765437407
"A1",0.9845791377409208
"A1",0.698966715391276
"A1",0.09658689528663311
"A2",0.9380035231826302
"A2",1.2107921767485939
"A2",1.738109187993603
"A1",0.738296914717963
"A2",1.4150352554868526
"A1",0.3520493240377165
"A2",1.6132391458292379
"A1",0.9715032011701199
"A1",0.6307925638730443
"A1",0.271021097306245
"A2",1.3261972217650564
"A2",1.7147930738483457
"A1",0.7870321959233897
"A2",0.8421975101764119
"A1",0.11247319411154355
"A1",0.9825077070312105
"A2",0.9578422208687782
"A2",1.4671575457118435
"A1",0.3179605464206805
"A2",0.8050964831980902
"A1",0.602799355471556
"A1",0.42663206238556084
