"Dimension 1","Dimension 2"
"A1",31.532320516304065
"A1",0.9063094980689752
"A1",0.5590449729894389
"A1",-12.004081685217468
"A2",0.803049260641401
"A2",1.689485744346412
"A1",0.9023722584569775
"A1",0.3715250796021332
"A1",0.3905874120999673
"A2",1.1736042062131642
"A1",0.859841095873229
"A2",1.5369482149021527
"A2",1.5285639753401588
"A2",1.7060464487261335
"A1",0.8168445554483019
"A1",0.8921179832283639
"A2",1.7916545458535136
"A1",0.5627242408155184
"A2",1.4360421342803964
"A1",0.6478970854231698
"A1",0.13054649494277615
"A2",0.9811109789046357
"A1",0.7135486027406237
"A1",0.1311790838615734
"A2",1.534536761954826
"A1",0.15698391102155984
"A1",0.15182830907480027
"A2",1.418338349918133
"A1",0.6279376897357736
"A1",0.8972655165380299
"A1",0.853216170881878
"A1",0.8365602231215008
"A2",1.162781917918936
"A1",0.10278380260294773
"A1",0.6108093527506071
"A2",1.3061390573244067
"A1",0.7450293206903669
"A1",0.5945104648693411
"A1",0.8914860328188352
"A2",0.9395871305038164
"A1",0.642238637676565
"A2",1.6316430145153273
"A1",0.0697997181692167
"A1",0.6991875052111145
"A2",1.7338895817759719
"A1",0.6360413556570426
"A2",1.1738915317370189
"A2",1.2461393468885251
"A1",0.8624604592426
"A1",0.21384919795406976
"A1",0.7235352049730954
"A1",0.3226293495809509
"A1",0.07058772766204746
"A1",0.32012300234241065
"A2",1.4397080091961993
"A1",0.5187294929222135
"A1",0.7127157287399672
"A1",0.8445535124885495
"A1",0.17911676667247312
"A2",1.212980724966087
"A2",1.5700840569105556
"A2",1.0380019296372611
"A2",1.7218544196478618
"A1",0.4245984261980327
"A2",1.5225562725927342
"A2",1.3254947902515166
"A2",1.6679634998324204
"A1",0.041695054895096506
"A1",0.8034776150620477
"A1",0.6034692287950119
"A1",0.491089163001174
"A2",1.1996018471626804
"A1",0.520535353201022
"A1",0.569396590710384
"A2",0.8060101348994411
"A1",0.10071846362692072
"A2",1.1410434668284894
"A2",1.3621804543924374
"A2",1.5485729618816368
"A2",1.683185100241849
"A1",0.28654245882822815
"A1",0.20800582500282627
"A1",0.5219659264639085
"A2",1.4767343849103873
"A2",1.2518598978972995
"A1",0.31075994786264305
"A1",0.5779229283989233
"A1",0.9628790734979085
"A2",1.5787064782336842
"A2",1.1070609052847984
"A2",1.7964381794731905
"A1",0.11353790934086061
"A2",1.4288594087052129
"A1",0.11502403690362883
"A1",0.7921456789493708
"A2",1.6143524759430945
"A1",0.8030897518666507
"A2",1.112627838013629
"A1",0.49415817617242674
"A2",1.6950757356437303
"A2",1.044120537433759
"A2",0.9920876689475517
"A2",1.4613753132299068
"A2",1.1732451145523843
"A1",0.3307300330624541
"A2",1.6666853447381258
"A2",1.5924026518845422
"A1",0.06189939198679317
"A2",0.9891070094452199
"A1",0.7694287235342034
"A2",1.2610948775931927
"A1",0.5768309794585889
"A1",0.319672150055631
"A2",1.306876646494502
"A2",1.5615137432882813
"A2",1.721055935124818
"A2",1.0391965052110301
"A1",0.3840742812775133
"A2",1.4364554555115414
"A1",0.12186079602053979
