"Dimension 1","Dimension 2"
"A5",3.569231595101642
"A10",7.3253678441511045
"A10",7.416180017686042
"A3",1.9677406734979703
"A11",8.256718846415989
"A4",2.8489714438722267
"A11",8.253892357134932
"A9",6.450366153745961
"A9",7.3565559376619865
"A8",6.198635303773322
"A7",5.222887143498068
"A7",5.618950019552475
"A4",3.1875507281809847
"A8",6.167208382463363
"A4",2.9791990505847026
"A6",4.320995978086229
"A9",6.694113152457396
"A9",7.100919777742014
"A7",5.249341226737365
"A12",9.774122459750716
"A2",1.3634948407039997
"A2",1.2319593791382781
"A11",8.336612452988954
"A12",9.575101291976981
"A7",5.370617242885704
"A5",3.897986468647955
"A3",2.3128579375355542
"A9",6.793209399424228
"A3",1.8876081271854686
"A9",7.337342225930735
"A7",5.209925619292443
"A2",1.7897954788706592
"A10",7.982753465385091
"A3",2.45305554404173
"A8",6.081571766010689
"A9",7.106570097922991
"A6",4.343676729764337
"A9",7.313467141719594
"A3",2.555936156430074
"A1",0.5167526192602163
"A8",6.039968394930621
"A11",8.955827894474279
"A2",1.5296861889422004
"A12",9.762805894029157
"A3",1.8024785252246707
"A4",3.1984745854794427
"A10",7.426568789770559
"A5",3.2425844055445756
"A6",4.833390061733204
"A12",9.700928410135115
"A12",9.750835954351757
"A3",2.0133780469316687
"A7",5.236510424768495
"A4",2.86292082523725
"A4",3.067985821451844
"A7",4.962140518521075
"A6",4.301240296452047
"A6",4.3000144566072285
"A8",6.431824598799181
"A3",1.9405719971119408
"A10",7.381077708075167
"A12",9.155793184272715
"A12",9.727318007413256
"A5",4.019442174942879
"A1",0.9458618647096353
"A10",8.043634729594025
"A4",2.477573196387495
"A9",6.725389840623385
"A2",1.4932146466241265
"A10",7.257199829320603
"A10",7.960258199497924
"A9",6.843817556063765
"A12",9.499306589486405
"A8",5.661113725096454
"A9",6.68429373896349
"A10",7.7682922095906815
"A7",5.399483775141725
"A11",8.81087583747285
"A6",4.207781494987735
"A2",0.8245366008283541
"A3",2.157898652476182
"A6",4.102683873915698
"A8",6.051847305092516
"A10",7.954665664900718
"A5",3.9441699715088276
"A6",4.726285816342386
"A12",9.711637582185816
"A7",4.825471521928557
"A1",0.09957958159002067
"A1",0.4908979382152743
"A4",3.0302082172064004
"A3",1.7876648318558335
"A3",1.86935479306586
"A7",5.167801999287477
"A12",8.989227980497308
"A9",7.0204063742419
"A5",4.025402859093319
"A3",2.443366925601728
"A6",4.847376195062017
"A9",7.239977617364029
"A6",4.334662812105181
"A12",9.15368837109374
"A7",5.557915554111993
"A6",4.079137975583745
"A12",9.759562889503488
